variant,threshold,ddos_f1,ddos_precision,ddos_recall,ddos_fpr_non_ddos,benign_fpr,scan_fpr_non_scan,score_99_9
D_all_timing,0.8200000000000001,0.3963747029085281,0.24717413951216724,1.0,0.14454466507614977,0.07966886103208896,0.0,0.9955434203147888
D_all_timing,0.8300000000000001,0.3963747029085281,0.24717413951216724,1.0,0.14454466507614977,0.07966886103208896,0.0,0.9955434203147888
D_all_timing,0.84,0.3963747029085281,0.24717413951216724,1.0,0.14454466507614977,0.07966886103208896,0.0,0.9955434203147888
D_all_timing,0.85,0.3963747029085281,0.24717413951216724,1.0,0.14454466507614977,0.07966886103208896,0.0,0.9955434203147888
D_all_timing,0.86,0.3963747029085281,0.24717413951216724,1.0,0.14454466507614977,0.07966886103208896,0.0,0.9955434203147888
D_all_timing,0.87,0.3963747029085281,0.24717413951216724,1.0,0.14454466507614977,0.07966886103208896,0.0,0.9955434203147888
D_all_timing,0.88,0.3963747029085281,0.24717413951216724,1.0,0.14454466507614977,0.07966886103208896,0.0,0.9955434203147888
D_all_timing,0.89,0.3963747029085281,0.24717413951216724,1.0,0.14454466507614977,0.07966886103208896,0.0,0.9955434203147888
D_all_timing,0.9,0.3963747029085281,0.24717413951216724,1.0,0.14454466507614977,0.07966886103208896,0.0,0.9955434203147888
D_all_timing,0.91,0.3963747029085281,0.24717413951216724,1.0,0.14454466507614977,0.07966886103208896,0.0,0.9955434203147888
D_all_timing,0.92,0.3963747029085281,0.24717413951216724,1.0,0.14454466507614977,0.07966886103208896,0.0,0.9955434203147888
D_all_timing,0.93,0.3963747029085281,0.24717413951216724,1.0,0.14454466507614977,0.07966886103208896,0.0,0.9955434203147888
D_all_timing,0.9400000000000001,0.3963747029085281,0.24717413951216724,1.0,0.14454466507614977,0.07966886103208896,0.0,0.9955434203147888
D_all_timing,0.9500000000000001,0.3963747029085281,0.24717413951216724,1.0,0.14454466507614977,0.07966886103208896,0.0,0.9955434203147888
D_all_timing,0.96,0.3963747029085281,0.24717413951216724,1.0,0.14454466507614977,0.07966886103208896,0.0,0.9955434203147888
D_all_timing,0.97,0.3963747029085281,0.24717413951216724,1.0,0.14454466507614977,0.07966886103208896,0.0,0.9955434203147888
D_all_timing,0.98,0.4021886205263514,0.25173085473523743,0.9997057092407299,0.14102760426356956,0.07636720255690542,0.0,0.9955434203147888
D_all_timing,0.9852607846260071,0.5406462357859675,0.37051291540226483,0.9996846884722106,0.08060409048488153,0.01203888942951133,0.0,0.9955434203147888
D_all_timing,0.99,0.0,0.0,0.0,0.006891463932294459,0.008706899929101229,0.0,0.9955434203147888
D_all_timing,0.9955434203147888,0.0,0.0,0.0,0.006761775120598125,0.00854260687579066,0.0,0.9955434203147888
D_all_timing,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9955434203147888
